stock_count,price,discounted_price,product_variant_id,product_id,title,image_link,small_image_link,large_image_link,size,color,gender,age_interval,store_name
9999,60.00,60.00,bundle-family-4,bundle-family-4,Family 4 lines,https://d-telco.github.io/telco/assets/catalog/bundle-family-4-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-family-4-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-family-4-1600.jpg,4 lines,,,,D·TELCO
9999,465.00,465.00,bundle-galaxy-a56-go-17-99,bundle-galaxy-a56-go-17-99,Galaxy A56 with GO 17.99,https://d-telco.github.io/telco/assets/catalog/bundle-galaxy-a56-go-17-99-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-galaxy-a56-go-17-99-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-galaxy-a56-go-17-99-1600.jpg,12 months included data,,,,D·TELCO
9999,869.00,869.00,bundle-galaxy-s25-klass-19,bundle-galaxy-s25-klass-19,Galaxy S25 with Klass 19,https://d-telco.github.io/telco/assets/catalog/bundle-galaxy-s25-klass-19-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-galaxy-s25-klass-19-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-galaxy-s25-klass-19-1600.jpg,18 months included data,,,,D·TELCO
9999,1329.00,1329.00,bundle-galaxy-s25-ultra-klass-55,bundle-galaxy-s25-ultra-klass-55,Galaxy S25 Ultra with Klass 55,https://d-telco.github.io/telco/assets/catalog/bundle-galaxy-s25-ultra-klass-55-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-galaxy-s25-ultra-klass-55-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-galaxy-s25-ultra-klass-55-1600.jpg,18 months included data,,,,D·TELCO
9999,819.00,819.00,bundle-iphone-16-go-29-99,bundle-iphone-16-go-29-99,iPhone 16 with GO 29.99,https://d-telco.github.io/telco/assets/catalog/bundle-iphone-16-go-29-99-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-iphone-16-go-29-99-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-iphone-16-go-29-99-1600.jpg,12 months included data,,,,D·TELCO
9999,615.00,615.00,bundle-iphone-16e-go-17-99,bundle-iphone-16e-go-17-99,iPhone 16e with GO 17.99,https://d-telco.github.io/telco/assets/catalog/bundle-iphone-16e-go-17-99-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-iphone-16e-go-17-99-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-iphone-16e-go-17-99-1600.jpg,12 months included data,,,,D·TELCO
9999,969.00,969.00,bundle-iphone-17-klass-19,bundle-iphone-17-klass-19,iPhone 17 with Klass 19,https://d-telco.github.io/telco/assets/catalog/bundle-iphone-17-klass-19-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-iphone-17-klass-19-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-iphone-17-klass-19-1600.jpg,18 months included data,,,,D·TELCO
9999,1279.00,1279.00,bundle-iphone-17-pro-klass-31,bundle-iphone-17-pro-klass-31,iPhone 17 Pro with Klass 31,https://d-telco.github.io/telco/assets/catalog/bundle-iphone-17-pro-klass-31-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-iphone-17-pro-klass-31-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-iphone-17-pro-klass-31-1600.jpg,18 months included data,,,,D·TELCO
9999,819.00,819.00,bundle-pixel-10-go-29-99,bundle-pixel-10-go-29-99,Pixel 10 with GO 29.99,https://d-telco.github.io/telco/assets/catalog/bundle-pixel-10-go-29-99-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-pixel-10-go-29-99-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-pixel-10-go-29-99-1600.jpg,12 months included data,,,,D·TELCO
9999,1029.00,1029.00,bundle-pixel-10-pro-klass-31,bundle-pixel-10-pro-klass-31,Pixel 10 Pro with Klass 31,https://d-telco.github.io/telco/assets/catalog/bundle-pixel-10-pro-klass-31-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-pixel-10-pro-klass-31-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-pixel-10-pro-klass-31-1600.jpg,18 months included data,,,,D·TELCO
9999,229.00,229.00,bundle-redmi-note-14-go-11-99,bundle-redmi-note-14-go-11-99,Redmi Note 14 with GO 11.99,https://d-telco.github.io/telco/assets/catalog/bundle-redmi-note-14-go-11-99-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-redmi-note-14-go-11-99-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-redmi-note-14-go-11-99-1600.jpg,12 months included data,,,,D·TELCO
9999,49.99,49.99,bundle-travel-europe,bundle-travel-europe,GO 29.99 with Europe 3 GB roaming,https://d-telco.github.io/telco/assets/catalog/bundle-travel-europe-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-travel-europe-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-travel-europe-1600.jpg,Plan plus roaming,,,,D·TELCO
9999,59.99,59.99,bundle-travel-world,bundle-travel-world,Klass 31 with World 3 GB roaming,https://d-telco.github.io/telco/assets/catalog/bundle-travel-world-1200.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-travel-world-400.jpg,https://d-telco.github.io/telco/assets/catalog/bundle-travel-world-1600.jpg,Plan plus roaming,,,,D·TELCO
0,449.00,449.00,dev-apple-watch-s11-42mm-midnight,dev-apple-watch-s11,Apple Watch Series 11 42 mm Midnight,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-s11-midnight-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-s11-midnight-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-s11-midnight-1600.jpg,42 mm,Midnight,unisex,,D·TELCO Shop
0,449.00,449.00,dev-apple-watch-s11-42mm-starlight,dev-apple-watch-s11,Apple Watch Series 11 42 mm Starlight,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-s11-starlight-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-s11-starlight-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-s11-starlight-1600.jpg,42 mm,Starlight,unisex,,D·TELCO Shop
0,511.86,511.86,dev-apple-watch-s11-46mm-midnight,dev-apple-watch-s11,Apple Watch Series 11 46 mm Midnight,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-s11-midnight-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-s11-midnight-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-s11-midnight-1600.jpg,46 mm,Midnight,unisex,,D·TELCO Shop
0,511.86,511.86,dev-apple-watch-s11-46mm-starlight,dev-apple-watch-s11,Apple Watch Series 11 46 mm Starlight,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-s11-starlight-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-s11-starlight-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-s11-starlight-1600.jpg,46 mm,Starlight,unisex,,D·TELCO Shop
2,259.00,259.00,dev-apple-watch-se3-40mm-midnight,dev-apple-watch-se3,Apple Watch SE 3 40 mm Midnight,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-se3-midnight-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-se3-midnight-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-se3-midnight-1600.jpg,40 mm,Midnight,unisex,,D·TELCO Shop
3,259.00,259.00,dev-apple-watch-se3-40mm-silver,dev-apple-watch-se3,Apple Watch SE 3 40 mm Silver,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-se3-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-se3-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-se3-silver-1600.jpg,40 mm,Silver,unisex,,D·TELCO Shop
2,295.26,295.26,dev-apple-watch-se3-44mm-midnight,dev-apple-watch-se3,Apple Watch SE 3 44 mm Midnight,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-se3-midnight-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-se3-midnight-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-se3-midnight-1600.jpg,44 mm,Midnight,unisex,,D·TELCO Shop
2,295.26,295.26,dev-apple-watch-se3-44mm-silver,dev-apple-watch-se3,Apple Watch SE 3 44 mm Silver,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-se3-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-se3-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-apple-watch-se3-silver-1600.jpg,44 mm,Silver,unisex,,D·TELCO Shop
51,179.00,179.00,dev-galaxy-a16-128gb-black,dev-galaxy-a16,Galaxy A16 128 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a16-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a16-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a16-black-1600.jpg,128 GB,Black,unisex,,D·TELCO Shop
49,179.00,179.00,dev-galaxy-a16-128gb-blue,dev-galaxy-a16,Galaxy A16 128 GB Blue,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a16-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a16-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a16-blue-1600.jpg,128 GB,Blue,unisex,,D·TELCO Shop
30,249.00,249.00,dev-galaxy-a26-128gb-black,dev-galaxy-a26,Galaxy A26 128 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a26-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a26-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a26-black-1600.jpg,128 GB,Black,unisex,,D·TELCO Shop
22,249.00,249.00,dev-galaxy-a26-128gb-mint,dev-galaxy-a26,Galaxy A26 128 GB Mint,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a26-mint-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a26-mint-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a26-mint-1600.jpg,128 GB,Mint,unisex,,D·TELCO Shop
12,249.00,249.00,dev-galaxy-a26-128gb-white,dev-galaxy-a26,Galaxy A26 128 GB White,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a26-white-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a26-white-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a26-white-1600.jpg,128 GB,White,unisex,,D·TELCO Shop
12,349.00,349.00,dev-galaxy-a36-128gb-black,dev-galaxy-a36,Galaxy A36 128 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a36-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a36-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a36-black-1600.jpg,128 GB,Black,unisex,,D·TELCO Shop
7,349.00,349.00,dev-galaxy-a36-128gb-lavender,dev-galaxy-a36,Galaxy A36 128 GB Lavender,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a36-lavender-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a36-lavender-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a36-lavender-1600.jpg,128 GB,Lavender,unisex,,D·TELCO Shop
7,397.86,397.86,dev-galaxy-a36-256gb-black,dev-galaxy-a36,Galaxy A36 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a36-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a36-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a36-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
6,397.86,397.86,dev-galaxy-a36-256gb-lavender,dev-galaxy-a36,Galaxy A36 256 GB Lavender,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a36-lavender-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a36-lavender-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a36-lavender-1600.jpg,256 GB,Lavender,unisex,,D·TELCO Shop
17,449.00,449.00,dev-galaxy-a56-128gb-graphite,dev-galaxy-a56,Galaxy A56 128 GB Graphite,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-graphite-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-graphite-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-graphite-1600.jpg,128 GB,Graphite,unisex,,D·TELCO Shop
13,449.00,449.00,dev-galaxy-a56-128gb-olive,dev-galaxy-a56,Galaxy A56 128 GB Olive,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-olive-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-olive-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-olive-1600.jpg,128 GB,Olive,unisex,,D·TELCO Shop
50,449.00,449.00,dev-galaxy-a56-128gb-pink,dev-galaxy-a56,Galaxy A56 128 GB Pink,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-pink-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-pink-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-pink-1600.jpg,128 GB,Pink,unisex,,D·TELCO Shop
10,511.86,511.86,dev-galaxy-a56-256gb-graphite,dev-galaxy-a56,Galaxy A56 256 GB Graphite,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-graphite-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-graphite-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-graphite-1600.jpg,256 GB,Graphite,unisex,,D·TELCO Shop
2,511.86,511.86,dev-galaxy-a56-256gb-olive,dev-galaxy-a56,Galaxy A56 256 GB Olive,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-olive-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-olive-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-olive-1600.jpg,256 GB,Olive,unisex,,D·TELCO Shop
32,511.86,511.86,dev-galaxy-a56-256gb-pink,dev-galaxy-a56,Galaxy A56 256 GB Pink,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-pink-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-pink-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-a56-pink-1600.jpg,256 GB,Pink,unisex,,D·TELCO Shop
2,69.00,69.00,dev-galaxy-fit4-onesize-black,dev-galaxy-fit4,Galaxy Fit4 One size Black,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-fit4-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-fit4-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-fit4-black-1600.jpg,One size,Black,unisex,,D·TELCO Shop
4,69.00,69.00,dev-galaxy-fit4-onesize-pink,dev-galaxy-fit4,Galaxy Fit4 One size Pink,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-fit4-pink-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-fit4-pink-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-fit4-pink-1600.jpg,One size,Pink,unisex,,D·TELCO Shop
16,849.00,849.00,dev-galaxy-s25-128gb-mint,dev-galaxy-s25,Galaxy S25 128 GB Mint,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-mint-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-mint-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-mint-1600.jpg,128 GB,Mint,unisex,,D·TELCO Shop
20,849.00,849.00,dev-galaxy-s25-128gb-navy,dev-galaxy-s25,Galaxy S25 128 GB Navy,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-navy-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-navy-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-navy-1600.jpg,128 GB,Navy,unisex,,D·TELCO Shop
31,849.00,849.00,dev-galaxy-s25-128gb-silver,dev-galaxy-s25,Galaxy S25 128 GB Silver,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-silver-1600.jpg,128 GB,Silver,unisex,,D·TELCO Shop
41,967.86,967.86,dev-galaxy-s25-256gb-mint,dev-galaxy-s25,Galaxy S25 256 GB Mint,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-mint-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-mint-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-mint-1600.jpg,256 GB,Mint,unisex,,D·TELCO Shop
14,967.86,967.86,dev-galaxy-s25-256gb-navy,dev-galaxy-s25,Galaxy S25 256 GB Navy,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-navy-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-navy-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-navy-1600.jpg,256 GB,Navy,unisex,,D·TELCO Shop
12,967.86,967.86,dev-galaxy-s25-256gb-silver,dev-galaxy-s25,Galaxy S25 256 GB Silver,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-silver-1600.jpg,256 GB,Silver,unisex,,D·TELCO Shop
3,649.00,649.00,dev-galaxy-s25-fe-128gb-navy,dev-galaxy-s25-fe,Galaxy S25 FE 128 GB Navy,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-fe-navy-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-fe-navy-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-fe-navy-1600.jpg,128 GB,Navy,unisex,,D·TELCO Shop
26,649.00,649.00,dev-galaxy-s25-fe-128gb-white,dev-galaxy-s25-fe,Galaxy S25 FE 128 GB White,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-fe-white-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-fe-white-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-fe-white-1600.jpg,128 GB,White,unisex,,D·TELCO Shop
37,739.86,739.86,dev-galaxy-s25-fe-256gb-navy,dev-galaxy-s25-fe,Galaxy S25 FE 256 GB Navy,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-fe-navy-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-fe-navy-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-fe-navy-1600.jpg,256 GB,Navy,unisex,,D·TELCO Shop
51,739.86,739.86,dev-galaxy-s25-fe-256gb-white,dev-galaxy-s25-fe,Galaxy S25 FE 256 GB White,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-fe-white-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-fe-white-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-fe-white-1600.jpg,256 GB,White,unisex,,D·TELCO Shop
10,1049.00,1049.00,dev-galaxy-s25-plus-256gb-mint,dev-galaxy-s25-plus,Galaxy S25+ 256 GB Mint,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-mint-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-mint-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-mint-1600.jpg,256 GB,Mint,unisex,,D·TELCO Shop
5,1049.00,1049.00,dev-galaxy-s25-plus-256gb-navy,dev-galaxy-s25-plus,Galaxy S25+ 256 GB Navy,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-navy-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-navy-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-navy-1600.jpg,256 GB,Navy,unisex,,D·TELCO Shop
9,1049.00,1049.00,dev-galaxy-s25-plus-256gb-silver,dev-galaxy-s25-plus,Galaxy S25+ 256 GB Silver,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-silver-1600.jpg,256 GB,Silver,unisex,,D·TELCO Shop
12,1195.86,1195.86,dev-galaxy-s25-plus-512gb-mint,dev-galaxy-s25-plus,Galaxy S25+ 512 GB Mint,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-mint-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-mint-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-mint-1600.jpg,512 GB,Mint,unisex,,D·TELCO Shop
15,1195.86,1195.86,dev-galaxy-s25-plus-512gb-navy,dev-galaxy-s25-plus,Galaxy S25+ 512 GB Navy,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-navy-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-navy-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-navy-1600.jpg,512 GB,Navy,unisex,,D·TELCO Shop
15,1195.86,1195.86,dev-galaxy-s25-plus-512gb-silver,dev-galaxy-s25-plus,Galaxy S25+ 512 GB Silver,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-plus-silver-1600.jpg,512 GB,Silver,unisex,,D·TELCO Shop
0,1662.72,1662.72,dev-galaxy-s25-ultra-1tb-titanium-black,dev-galaxy-s25-ultra,Galaxy S25 Ultra 1 TB Titanium Black,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-black-1600.jpg,1 TB,Titanium Black,unisex,,D·TELCO Shop
0,1662.72,1662.72,dev-galaxy-s25-ultra-1tb-titanium-blue,dev-galaxy-s25-ultra,Galaxy S25 Ultra 1 TB Titanium Blue,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-blue-1600.jpg,1 TB,Titanium Blue,unisex,,D·TELCO Shop
0,1662.72,1662.72,dev-galaxy-s25-ultra-1tb-titanium-grey,dev-galaxy-s25-ultra,Galaxy S25 Ultra 1 TB Titanium Grey,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-grey-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-grey-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-grey-1600.jpg,1 TB,Titanium Grey,unisex,,D·TELCO Shop
0,1299.00,1299.00,dev-galaxy-s25-ultra-256gb-titanium-black,dev-galaxy-s25-ultra,Galaxy S25 Ultra 256 GB Titanium Black,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-black-1600.jpg,256 GB,Titanium Black,unisex,,D·TELCO Shop
0,1299.00,1299.00,dev-galaxy-s25-ultra-256gb-titanium-blue,dev-galaxy-s25-ultra,Galaxy S25 Ultra 256 GB Titanium Blue,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-blue-1600.jpg,256 GB,Titanium Blue,unisex,,D·TELCO Shop
0,1299.00,1299.00,dev-galaxy-s25-ultra-256gb-titanium-grey,dev-galaxy-s25-ultra,Galaxy S25 Ultra 256 GB Titanium Grey,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-grey-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-grey-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-grey-1600.jpg,256 GB,Titanium Grey,unisex,,D·TELCO Shop
0,1480.86,1480.86,dev-galaxy-s25-ultra-512gb-titanium-black,dev-galaxy-s25-ultra,Galaxy S25 Ultra 512 GB Titanium Black,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-black-1600.jpg,512 GB,Titanium Black,unisex,,D·TELCO Shop
0,1480.86,1480.86,dev-galaxy-s25-ultra-512gb-titanium-blue,dev-galaxy-s25-ultra,Galaxy S25 Ultra 512 GB Titanium Blue,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-blue-1600.jpg,512 GB,Titanium Blue,unisex,,D·TELCO Shop
0,1480.86,1480.86,dev-galaxy-s25-ultra-512gb-titanium-grey,dev-galaxy-s25-ultra,Galaxy S25 Ultra 512 GB Titanium Grey,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-grey-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-grey-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-s25-ultra-titanium-grey-1600.jpg,512 GB,Titanium Grey,unisex,,D·TELCO Shop
8,261.06,261.06,dev-galaxy-tab-a9-plus-128gb-graphite,dev-galaxy-tab-a9-plus,Galaxy Tab A9+ 128 GB Graphite,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-a9-plus-graphite-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-a9-plus-graphite-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-a9-plus-graphite-1600.jpg,128 GB,Graphite,unisex,,D·TELCO Shop
