publish_date,is_active,stock_count,price,discounted_price,product_id,title,description,category_path,brand,link,mobile_web_link,android_deep_link,ios_deep_link,image_link,small_image_link,large_image_link,store_name,parent_id,trans_title,tags
19-08-2025 14:49,TRUE,9999,3.49,3.49,addon-min-300,300 national minutes,"300 minutes national, 28 days",Mobile>Add-ons>Minutes,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-min-300,https://d-telco.github.io/telco/product.html?id=addon-min-300,dtelco://product/addon-min-300,https://d-telco.github.io/telco/product.html?id=addon-min-300,https://d-telco.github.io/telco/assets/catalog/addon-min-300-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-min-300-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-min-300-1600.jpg,D·TELCO,,300 national minutes,"addon,minutes,national,demo-data"
11-03-2025 13:01,TRUE,9999,5.99,5.99,addon-min-600,600 national minutes,"600 minutes national, 28 days",Mobile>Add-ons>Minutes,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-min-600,https://d-telco.github.io/telco/product.html?id=addon-min-600,dtelco://product/addon-min-600,https://d-telco.github.io/telco/product.html?id=addon-min-600,https://d-telco.github.io/telco/assets/catalog/addon-min-600-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-min-600-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-min-600-1600.jpg,D·TELCO,,600 national minutes,"addon,minutes,national,demo-data"
02-04-2026 11:01,TRUE,9999,9.99,9.99,addon-min-unl,Unlimited national minutes,"unlimited minutes national, 28 days",Mobile>Add-ons>Minutes,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-min-unl,https://d-telco.github.io/telco/product.html?id=addon-min-unl,dtelco://product/addon-min-unl,https://d-telco.github.io/telco/product.html?id=addon-min-unl,https://d-telco.github.io/telco/assets/catalog/addon-min-unl-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-min-unl-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-min-unl-1600.jpg,D·TELCO,,Unlimited national minutes,"addon,minutes,national,demo-data"
28-05-2026 11:31,TRUE,9999,2.99,2.99,addon-5g,5G access,"5G access on your line, 2.99 per month",Mobile>Add-ons>Network,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-5g,https://d-telco.github.io/telco/product.html?id=addon-5g,dtelco://product/addon-5g,https://d-telco.github.io/telco/product.html?id=addon-5g,https://d-telco.github.io/telco/assets/catalog/addon-5g-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-5g-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-5g-1600.jpg,D·TELCO,,5G access,"addon,network,paid,demo-data"
06-02-2026 15:26,TRUE,9999,0.00,0.00,addon-balance-notify,Balance notification,"Balance notification on your line, free of charge",Mobile>Add-ons>Network,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-balance-notify,https://d-telco.github.io/telco/product.html?id=addon-balance-notify,dtelco://product/addon-balance-notify,https://d-telco.github.io/telco/product.html?id=addon-balance-notify,https://d-telco.github.io/telco/assets/catalog/addon-balance-notify-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-balance-notify-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-balance-notify-1600.jpg,D·TELCO,,Balance notification,"addon,network,free,demo-data"
11-06-2026 13:13,TRUE,9999,0.00,0.00,addon-volte,VoLTE,"VoLTE on your line, free of charge",Mobile>Add-ons>Network,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-volte,https://d-telco.github.io/telco/product.html?id=addon-volte,dtelco://product/addon-volte,https://d-telco.github.io/telco/product.html?id=addon-volte,https://d-telco.github.io/telco/assets/catalog/addon-volte-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-volte-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-volte-1600.jpg,D·TELCO,,VoLTE,"addon,network,free,demo-data"
17-12-2025 16:35,TRUE,9999,0.00,0.00,addon-vowifi,VoWiFi,"VoWiFi on your line, free of charge",Mobile>Add-ons>Network,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-vowifi,https://d-telco.github.io/telco/product.html?id=addon-vowifi,dtelco://product/addon-vowifi,https://d-telco.github.io/telco/product.html?id=addon-vowifi,https://d-telco.github.io/telco/assets/catalog/addon-vowifi-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-vowifi-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-vowifi-1600.jpg,D·TELCO,,VoWiFi,"addon,network,free,demo-data"
16-09-2025 09:31,TRUE,9999,4.99,4.99,addon-sms-1000,1000 SMS,"1000 SMS countrywide, 28 days",Mobile>Add-ons>SMS,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-sms-1000,https://d-telco.github.io/telco/product.html?id=addon-sms-1000,dtelco://product/addon-sms-1000,https://d-telco.github.io/telco/product.html?id=addon-sms-1000,https://d-telco.github.io/telco/assets/catalog/addon-sms-1000-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-sms-1000-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-sms-1000-1600.jpg,D·TELCO,,1000 SMS,"addon,sms,demo-data"
24-07-2026 15:03,TRUE,9999,1.19,1.19,addon-sms-150,150 SMS,"150 SMS countrywide, 28 days",Mobile>Add-ons>SMS,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-sms-150,https://d-telco.github.io/telco/product.html?id=addon-sms-150,dtelco://product/addon-sms-150,https://d-telco.github.io/telco/product.html?id=addon-sms-150,https://d-telco.github.io/telco/assets/catalog/addon-sms-150-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-sms-150-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-sms-150-1600.jpg,D·TELCO,,150 SMS,"addon,sms,demo-data"
06-11-2025 09:38,TRUE,9999,1.79,1.79,addon-sms-250,250 SMS,"250 SMS countrywide, 28 days",Mobile>Add-ons>SMS,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-sms-250,https://d-telco.github.io/telco/product.html?id=addon-sms-250,dtelco://product/addon-sms-250,https://d-telco.github.io/telco/product.html?id=addon-sms-250,https://d-telco.github.io/telco/assets/catalog/addon-sms-250-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-sms-250-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-sms-250-1600.jpg,D·TELCO,,250 SMS,"addon,sms,demo-data"
10-07-2026 16:19,TRUE,9999,0.49,0.49,addon-sms-50,50 SMS,"50 SMS countrywide, 28 days",Mobile>Add-ons>SMS,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-sms-50,https://d-telco.github.io/telco/product.html?id=addon-sms-50,dtelco://product/addon-sms-50,https://d-telco.github.io/telco/product.html?id=addon-sms-50,https://d-telco.github.io/telco/assets/catalog/addon-sms-50-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-sms-50-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-sms-50-1600.jpg,D·TELCO,,50 SMS,"addon,sms,demo-data"
04-02-2026 09:14,TRUE,9999,2.99,2.99,addon-sms-500,500 SMS,"500 SMS countrywide, 28 days",Mobile>Add-ons>SMS,D·TELCO,https://d-telco.github.io/telco/product.html?id=addon-sms-500,https://d-telco.github.io/telco/product.html?id=addon-sms-500,dtelco://product/addon-sms-500,https://d-telco.github.io/telco/product.html?id=addon-sms-500,https://d-telco.github.io/telco/assets/catalog/addon-sms-500-1200.jpg,https://d-telco.github.io/telco/assets/catalog/addon-sms-500-400.jpg,https://d-telco.github.io/telco/assets/catalog/addon-sms-500-1600.jpg,D·TELCO,,500 SMS,"addon,sms,demo-data"
10-06-2025 09:14,TRUE,9999,1.29,1.29,pack-net-1gb-1d,1 GB daily,"1 GB, 1 days",Mobile>Internet>Daily,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-1gb-1d,https://d-telco.github.io/telco/product.html?id=pack-net-1gb-1d,dtelco://product/pack-net-1gb-1d,https://d-telco.github.io/telco/product.html?id=pack-net-1gb-1d,https://d-telco.github.io/telco/assets/catalog/pack-net-1gb-1d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-1gb-1d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-1gb-1d-1600.jpg,D·TELCO,,1 GB daily,"internet,daily,demo-data"
27-03-2025 11:33,TRUE,9999,1.99,1.99,pack-net-2gb-1d,2 GB daily,"2 GB, 1 days",Mobile>Internet>Daily,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-2gb-1d,https://d-telco.github.io/telco/product.html?id=pack-net-2gb-1d,dtelco://product/pack-net-2gb-1d,https://d-telco.github.io/telco/product.html?id=pack-net-2gb-1d,https://d-telco.github.io/telco/assets/catalog/pack-net-2gb-1d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-2gb-1d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-2gb-1d-1600.jpg,D·TELCO,,2 GB daily,"internet,daily,demo-data"
04-07-2026 14:57,TRUE,9999,0.79,0.79,pack-net-500mb-1d,500 MB daily,"0.5 GB, 1 days",Mobile>Internet>Daily,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-500mb-1d,https://d-telco.github.io/telco/product.html?id=pack-net-500mb-1d,dtelco://product/pack-net-500mb-1d,https://d-telco.github.io/telco/product.html?id=pack-net-500mb-1d,https://d-telco.github.io/telco/assets/catalog/pack-net-500mb-1d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-500mb-1d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-500mb-1d-1600.jpg,D·TELCO,,500 MB daily,"internet,daily,demo-data"
18-03-2025 12:11,TRUE,9999,0.99,0.99,pack-net-night-1d,Unlimited night,"Unlimited data overnight, 1 days",Mobile>Internet>Daily,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-night-1d,https://d-telco.github.io/telco/product.html?id=pack-net-night-1d,dtelco://product/pack-net-night-1d,https://d-telco.github.io/telco/product.html?id=pack-net-night-1d,https://d-telco.github.io/telco/assets/catalog/pack-net-night-1d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-night-1d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-night-1d-1600.jpg,D·TELCO,,Unlimited night,"internet,daily,demo-data"
28-05-2026 09:04,TRUE,9999,12.99,12.99,pack-net-10gb-28d,10 GB monthly,"10 GB, 28 days",Mobile>Internet>Monthly,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-10gb-28d,https://d-telco.github.io/telco/product.html?id=pack-net-10gb-28d,dtelco://product/pack-net-10gb-28d,https://d-telco.github.io/telco/product.html?id=pack-net-10gb-28d,https://d-telco.github.io/telco/assets/catalog/pack-net-10gb-28d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-10gb-28d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-10gb-28d-1600.jpg,D·TELCO,,10 GB monthly,"internet,monthly,demo-data"
03-01-2026 10:31,TRUE,9999,3.49,3.49,pack-net-1gb-28d,1 GB monthly,"1 GB, 28 days",Mobile>Internet>Monthly,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-1gb-28d,https://d-telco.github.io/telco/product.html?id=pack-net-1gb-28d,dtelco://product/pack-net-1gb-28d,https://d-telco.github.io/telco/product.html?id=pack-net-1gb-28d,https://d-telco.github.io/telco/assets/catalog/pack-net-1gb-28d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-1gb-28d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-1gb-28d-1600.jpg,D·TELCO,,1 GB monthly,"internet,monthly,demo-data"
25-11-2025 09:34,TRUE,9999,18.99,18.99,pack-net-20gb-28d,20 GB monthly,"20 GB, 28 days",Mobile>Internet>Monthly,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-20gb-28d,https://d-telco.github.io/telco/product.html?id=pack-net-20gb-28d,dtelco://product/pack-net-20gb-28d,https://d-telco.github.io/telco/product.html?id=pack-net-20gb-28d,https://d-telco.github.io/telco/assets/catalog/pack-net-20gb-28d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-20gb-28d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-20gb-28d-1600.jpg,D·TELCO,,20 GB monthly,"internet,monthly,demo-data"
02-06-2025 09:35,TRUE,9999,6.49,6.49,pack-net-3gb-28d,3 GB monthly,"3 GB, 28 days",Mobile>Internet>Monthly,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-3gb-28d,https://d-telco.github.io/telco/product.html?id=pack-net-3gb-28d,dtelco://product/pack-net-3gb-28d,https://d-telco.github.io/telco/product.html?id=pack-net-3gb-28d,https://d-telco.github.io/telco/assets/catalog/pack-net-3gb-28d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-3gb-28d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-3gb-28d-1600.jpg,D·TELCO,,3 GB monthly,"internet,monthly,demo-data"
07-07-2026 16:38,TRUE,9999,1.99,1.99,pack-net-500mb-28d,500 MB monthly,"0.5 GB, 28 days",Mobile>Internet>Monthly,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-500mb-28d,https://d-telco.github.io/telco/product.html?id=pack-net-500mb-28d,dtelco://product/pack-net-500mb-28d,https://d-telco.github.io/telco/product.html?id=pack-net-500mb-28d,https://d-telco.github.io/telco/assets/catalog/pack-net-500mb-28d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-500mb-28d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-500mb-28d-1600.jpg,D·TELCO,,500 MB monthly,"internet,monthly,demo-data"
22-03-2026 13:39,TRUE,9999,8.99,8.99,pack-net-5gb-28d,5 GB monthly,"5 GB, 28 days",Mobile>Internet>Monthly,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-5gb-28d,https://d-telco.github.io/telco/product.html?id=pack-net-5gb-28d,dtelco://product/pack-net-5gb-28d,https://d-telco.github.io/telco/product.html?id=pack-net-5gb-28d,https://d-telco.github.io/telco/assets/catalog/pack-net-5gb-28d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-5gb-28d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-5gb-28d-1600.jpg,D·TELCO,,5 GB monthly,"internet,monthly,demo-data"
25-02-2026 09:13,TRUE,9999,2.99,2.99,pack-ai-talk,AI Talk,"1 GB for AI Talk, 28 days",Mobile>Internet>Social and AI,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-ai-talk,https://d-telco.github.io/telco/product.html?id=pack-ai-talk,dtelco://product/pack-ai-talk,https://d-telco.github.io/telco/product.html?id=pack-ai-talk,https://d-telco.github.io/telco/assets/catalog/pack-ai-talk-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-ai-talk-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-ai-talk-1600.jpg,D·TELCO,,AI Talk,"internet,social,paid,demo-data"
23-03-2025 11:01,TRUE,9999,0.00,0.00,pack-free-ai,Free AI 1 GB,"1 GB for ChatGPT, Claude, Perplexity, DeepSeek, 28 days, free of charge",Mobile>Internet>Social and AI,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-free-ai,https://d-telco.github.io/telco/product.html?id=pack-free-ai,dtelco://product/pack-free-ai,https://d-telco.github.io/telco/product.html?id=pack-free-ai,https://d-telco.github.io/telco/assets/catalog/pack-free-ai-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-free-ai-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-free-ai-1600.jpg,D·TELCO,,Free AI 1 GB,"internet,social,free,demo-data"
24-04-2025 17:10,TRUE,9999,1.99,1.99,pack-social-1gb,Social 1 GB,"1 GB for Facebook, Instagram, 28 days",Mobile>Internet>Social and AI,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-social-1gb,https://d-telco.github.io/telco/product.html?id=pack-social-1gb,dtelco://product/pack-social-1gb,https://d-telco.github.io/telco/product.html?id=pack-social-1gb,https://d-telco.github.io/telco/assets/catalog/pack-social-1gb-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-social-1gb-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-social-1gb-1600.jpg,D·TELCO,,Social 1 GB,"internet,social,paid,demo-data"
09-05-2026 17:11,TRUE,9999,3.99,3.99,pack-social-3gb,Social 3 GB,"3 GB for Facebook, Instagram, TikTok, 28 days",Mobile>Internet>Social and AI,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-social-3gb,https://d-telco.github.io/telco/product.html?id=pack-social-3gb,dtelco://product/pack-social-3gb,https://d-telco.github.io/telco/product.html?id=pack-social-3gb,https://d-telco.github.io/telco/assets/catalog/pack-social-3gb-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-social-3gb-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-social-3gb-1600.jpg,D·TELCO,,Social 3 GB,"internet,social,paid,demo-data"
30-10-2025 10:05,TRUE,9999,5.49,5.49,pack-social-5gb,Social 5 GB,"5 GB for Facebook, Instagram, TikTok, X, 28 days",Mobile>Internet>Social and AI,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-social-5gb,https://d-telco.github.io/telco/product.html?id=pack-social-5gb,dtelco://product/pack-social-5gb,https://d-telco.github.io/telco/product.html?id=pack-social-5gb,https://d-telco.github.io/telco/assets/catalog/pack-social-5gb-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-social-5gb-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-social-5gb-1600.jpg,D·TELCO,,Social 5 GB,"internet,social,paid,demo-data"
17-04-2026 15:00,TRUE,9999,4.49,4.49,pack-youtube,YouTube pack,"5 GB for YouTube, 28 days",Mobile>Internet>Social and AI,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-youtube,https://d-telco.github.io/telco/product.html?id=pack-youtube,dtelco://product/pack-youtube,https://d-telco.github.io/telco/product.html?id=pack-youtube,https://d-telco.github.io/telco/assets/catalog/pack-youtube-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-youtube-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-youtube-1600.jpg,D·TELCO,,YouTube pack,"internet,social,paid,demo-data"
07-06-2026 16:30,TRUE,9999,29.99,29.99,pack-net-unlimited-20,Unlimited 20 Mbps,"Unlimited data at up to 20 Mbps, 28 days",Mobile>Internet>Unlimited,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-unlimited-20,https://d-telco.github.io/telco/product.html?id=pack-net-unlimited-20,dtelco://product/pack-net-unlimited-20,https://d-telco.github.io/telco/product.html?id=pack-net-unlimited-20,https://d-telco.github.io/telco/assets/catalog/pack-net-unlimited-20-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-unlimited-20-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-unlimited-20-1600.jpg,D·TELCO,,Unlimited 20 Mbps,"internet,unlimited,demo-data"
30-07-2025 09:45,TRUE,9999,19.99,19.99,pack-net-unlimited-5,Unlimited 5 Mbps,"Unlimited data at up to 5 Mbps, 28 days",Mobile>Internet>Unlimited,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-unlimited-5,https://d-telco.github.io/telco/product.html?id=pack-net-unlimited-5,dtelco://product/pack-net-unlimited-5,https://d-telco.github.io/telco/product.html?id=pack-net-unlimited-5,https://d-telco.github.io/telco/assets/catalog/pack-net-unlimited-5-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-unlimited-5-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-unlimited-5-1600.jpg,D·TELCO,,Unlimited 5 Mbps,"internet,unlimited,demo-data"
04-12-2025 15:11,TRUE,9999,39.99,39.99,pack-net-unlimited-max,Unlimited full speed,"Unlimited data at up to 100 Mbps, 28 days",Mobile>Internet>Unlimited,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-unlimited-max,https://d-telco.github.io/telco/product.html?id=pack-net-unlimited-max,dtelco://product/pack-net-unlimited-max,https://d-telco.github.io/telco/product.html?id=pack-net-unlimited-max,https://d-telco.github.io/telco/assets/catalog/pack-net-unlimited-max-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-unlimited-max-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-unlimited-max-1600.jpg,D·TELCO,,Unlimited full speed,"internet,unlimited,demo-data"
13-05-2026 11:30,TRUE,9999,8.99,8.99,pack-net-10gb-7d,10 GB weekly,"10 GB, 7 days",Mobile>Internet>Weekly,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-10gb-7d,https://d-telco.github.io/telco/product.html?id=pack-net-10gb-7d,dtelco://product/pack-net-10gb-7d,https://d-telco.github.io/telco/product.html?id=pack-net-10gb-7d,https://d-telco.github.io/telco/assets/catalog/pack-net-10gb-7d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-10gb-7d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-10gb-7d-1600.jpg,D·TELCO,,10 GB weekly,"internet,weekly,demo-data"
04-05-2025 13:48,TRUE,9999,2.49,2.49,pack-net-1gb-7d,1 GB weekly,"1 GB, 7 days",Mobile>Internet>Weekly,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-1gb-7d,https://d-telco.github.io/telco/product.html?id=pack-net-1gb-7d,dtelco://product/pack-net-1gb-7d,https://d-telco.github.io/telco/product.html?id=pack-net-1gb-7d,https://d-telco.github.io/telco/assets/catalog/pack-net-1gb-7d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-1gb-7d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-1gb-7d-1600.jpg,D·TELCO,,1 GB weekly,"internet,weekly,demo-data"
28-06-2026 17:06,TRUE,9999,4.49,4.49,pack-net-3gb-7d,3 GB weekly,"3 GB, 7 days",Mobile>Internet>Weekly,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-3gb-7d,https://d-telco.github.io/telco/product.html?id=pack-net-3gb-7d,dtelco://product/pack-net-3gb-7d,https://d-telco.github.io/telco/product.html?id=pack-net-3gb-7d,https://d-telco.github.io/telco/assets/catalog/pack-net-3gb-7d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-3gb-7d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-3gb-7d-1600.jpg,D·TELCO,,3 GB weekly,"internet,weekly,demo-data"
16-06-2025 09:02,TRUE,9999,5.99,5.99,pack-net-5gb-7d,5 GB weekly,"5 GB, 7 days",Mobile>Internet>Weekly,D·TELCO,https://d-telco.github.io/telco/product.html?id=pack-net-5gb-7d,https://d-telco.github.io/telco/product.html?id=pack-net-5gb-7d,dtelco://product/pack-net-5gb-7d,https://d-telco.github.io/telco/product.html?id=pack-net-5gb-7d,https://d-telco.github.io/telco/assets/catalog/pack-net-5gb-7d-1200.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-5gb-7d-400.jpg,https://d-telco.github.io/telco/assets/catalog/pack-net-5gb-7d-1600.jpg,D·TELCO,,5 GB weekly,"internet,weekly,demo-data"
22-04-2026 16:08,TRUE,9999,2.99,2.99,esim-new,New eSIM,New eSIM on the D·TELCO network,Mobile>Numbers and SIM,D·TELCO,https://d-telco.github.io/telco/product.html?id=esim-new,https://d-telco.github.io/telco/product.html?id=esim-new,dtelco://product/esim-new,https://d-telco.github.io/telco/product.html?id=esim-new,https://d-telco.github.io/telco/assets/catalog/esim-new-1200.jpg,https://d-telco.github.io/telco/assets/catalog/esim-new-400.jpg,https://d-telco.github.io/telco/assets/catalog/esim-new-1600.jpg,D·TELCO,,New eSIM,"esim,esim-capable,demo-data"
05-02-2026 16:30,TRUE,9999,0.00,0.00,esim-swap,Switch your number to eSIM,Switch your number to eSIM on the D·TELCO network,Mobile>Numbers and SIM,D·TELCO,https://d-telco.github.io/telco/product.html?id=esim-swap,https://d-telco.github.io/telco/product.html?id=esim-swap,dtelco://product/esim-swap,https://d-telco.github.io/telco/product.html?id=esim-swap,https://d-telco.github.io/telco/assets/catalog/esim-swap-1200.jpg,https://d-telco.github.io/telco/assets/catalog/esim-swap-400.jpg,https://d-telco.github.io/telco/assets/catalog/esim-swap-1600.jpg,D·TELCO,,Switch your number to eSIM,"esim,esim-capable,demo-data"
03-07-2025 09:48,TRUE,9999,1.99,1.99,number-099,099 prefix number,099 prefix number on the D·TELCO network,Mobile>Numbers and SIM,D·TELCO,https://d-telco.github.io/telco/product.html?id=number-099,https://d-telco.github.io/telco/product.html?id=number-099,dtelco://product/number-099,https://d-telco.github.io/telco/product.html?id=number-099,https://d-telco.github.io/telco/assets/catalog/number-099-1200.jpg,https://d-telco.github.io/telco/assets/catalog/number-099-400.jpg,https://d-telco.github.io/telco/assets/catalog/number-099-1600.jpg,D·TELCO,,099 prefix number,"number,demo-data"
28-07-2025 16:37,TRUE,9999,19.99,19.99,number-lovely-bronze,Lovely number Bronze,Lovely number Bronze on the D·TELCO network,Mobile>Numbers and SIM,D·TELCO,https://d-telco.github.io/telco/product.html?id=number-lovely-bronze,https://d-telco.github.io/telco/product.html?id=number-lovely-bronze,dtelco://product/number-lovely-bronze,https://d-telco.github.io/telco/product.html?id=number-lovely-bronze,https://d-telco.github.io/telco/assets/catalog/number-lovely-bronze-1200.jpg,https://d-telco.github.io/telco/assets/catalog/number-lovely-bronze-400.jpg,https://d-telco.github.io/telco/assets/catalog/number-lovely-bronze-1600.jpg,D·TELCO,,Lovely number Bronze,"number,demo-data"
07-06-2026 16:46,TRUE,9999,149.99,149.99,number-lovely-gold,Lovely number Gold,Lovely number Gold on the D·TELCO network,Mobile>Numbers and SIM,D·TELCO,https://d-telco.github.io/telco/product.html?id=number-lovely-gold,https://d-telco.github.io/telco/product.html?id=number-lovely-gold,dtelco://product/number-lovely-gold,https://d-telco.github.io/telco/product.html?id=number-lovely-gold,https://d-telco.github.io/telco/assets/catalog/number-lovely-gold-1200.jpg,https://d-telco.github.io/telco/assets/catalog/number-lovely-gold-400.jpg,https://d-telco.github.io/telco/assets/catalog/number-lovely-gold-1600.jpg,D·TELCO,,Lovely number Gold,"number,demo-data"
03-06-2025 14:39,TRUE,9999,499.99,499.99,number-lovely-platinum,Lovely number Platinum,Lovely number Platinum on the D·TELCO network,Mobile>Numbers and SIM,D·TELCO,https://d-telco.github.io/telco/product.html?id=number-lovely-platinum,https://d-telco.github.io/telco/product.html?id=number-lovely-platinum,dtelco://product/number-lovely-platinum,https://d-telco.github.io/telco/product.html?id=number-lovely-platinum,https://d-telco.github.io/telco/assets/catalog/number-lovely-platinum-1200.jpg,https://d-telco.github.io/telco/assets/catalog/number-lovely-platinum-400.jpg,https://d-telco.github.io/telco/assets/catalog/number-lovely-platinum-1600.jpg,D·TELCO,,Lovely number Platinum,"number,demo-data"
20-03-2025 16:55,TRUE,9999,49.99,49.99,number-lovely-silver,Lovely number Silver,Lovely number Silver on the D·TELCO network,Mobile>Numbers and SIM,D·TELCO,https://d-telco.github.io/telco/product.html?id=number-lovely-silver,https://d-telco.github.io/telco/product.html?id=number-lovely-silver,dtelco://product/number-lovely-silver,https://d-telco.github.io/telco/product.html?id=number-lovely-silver,https://d-telco.github.io/telco/assets/catalog/number-lovely-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/number-lovely-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/number-lovely-silver-1600.jpg,D·TELCO,,Lovely number Silver,"number,demo-data"
